,Age,Gender,Height_CM,Weight_KG,Body_Fat,Diastolic,Systolic,Grip_Force,Sit_and_BendForward_CM,Sit_Up_Counts,Broad_Jump_CM,Performance
7108,50,M,169.3,78.3,25.3,70,121,31.9,2.8,45,190,Weak
7109,23,M,163.1,70.3,23.2,88,152,39.5,14.1,56,200,Weak
7110,28,M,175.0,61.1,17.2,89,137,41.3,-0.2,39,210,Weak
7111,57,F,151.4,58.9,33.7,76,113,22.6,6.8,28,148,Weak
7112,27,M,177.3,75.88,15.4,72,141,48.0,20.7,50,226,Good
7113,40,M,169.1,66.7,26.2,96,144,36.9,14.4,27,171,Weak
7114,34,M,176.8,75.3,19.8,79,140,43.1,6.2,56,221,Average
7115,52,F,170.6,67.9,25.7,86,142,25.5,24.7,45,167,Good
7116,23,F,161.7,58.4,21.6,80,123,34.7,24.7,51,190,Strong
7117,21,F,157.3,57.9,29.8,73,114,27.1,19.9,42,199,Strong
7118,25,M,175.8,84.6,28.8,84,146,36.8,15.2,37,162,Weak
7119,61,M,172.9,75.0,23.7,69,136,36.8,14.8,37,175,Average
7120,27,F,161.0,52.6,21.7,69,116,26.7,27.3,35,176,Strong
7121,30,M,174.4,68.6,12.3,88,145,45.5,18.6,56,234,Strong
7122,24,F,155.4,48.0,30.2,60,118,19.7,17.0,19,133,Weak
7123,48,F,155.4,51.02,27.9,68,101,20.6,11.6,15,119,Weak
7124,63,F,151.4,45.8,16.2,94,134,23.8,23.7,22,127,Strong
7125,28,M,170.9,78.8,20.8,83,131,45.6,15.3,49,227,Average
7126,31,M,180.3,73.3,14.5,74,118,53.0,14.4,54,207,Good
7127,60,M,171.7,77.6,15.5,95,143,45.9,27.9,50,211,Strong
7128,45,M,187.5,108.1,27.0,89,140,45.5,6.7,42,220,Weak
7129,23,M,172.0,88.7,27.0,85,134,42.3,17.9,29,185,Weak
7130,49,M,166.5,69.1,18.1,89,159,45.8,15.8,36,189,Good
7131,64,M,169.2,76.6,17.3,86,160,44.6,14.8,46,165,Strong
7132,26,M,167.3,71.8,15.0,62,146,35.9,18.0,54,245,Strong
7133,64,F,157.0,56.7,35.3,86,144,27.8,12.6,5,89,Weak
7134,21,F,156.9,60.6,25.8,70,104,30.1,22.0,54,192,Strong
7135,24,M,178.6,88.2,24.0,95,156,40.0,12.8,62,242,Average
7136,43,M,176.4,75.1,24.3,76,128,43.0,21.5,32,193,Average
7137,28,M,175.3,82.8,23.0,92,147,45.9,14.6,62,205,Good
7138,41,F,158.2,55.2,25.7,78,120,22.3,1.0,29,153,Weak
7139,26,M,178.0,67.4,17.6,91,128,43.7,20.9,58,229,Strong
7140,51,M,174.3,59.1,14.4,84,136,53.2,9.7,37,211,Good
7141,40,M,176.5,72.8,13.8,81,132,47.9,23.9,57,238,Strong
7142,35,M,174.3,65.9,16.4,81,130,40.4,18.0,50,180,Strong
7143,39,M,179.3,86.7,25.5,76,123,35.1,-1.0,27,193,Weak
7144,52,F,149.4,50.7,28.4,80,120,22.7,19.6,28,147,Strong
7145,28,M,175.2,79.0,23.2,73,128,42.9,20.2,52,200,Strong
7146,50,M,170.9,90.0,31.8,91,146,33.7,15.2,39,213,Weak
7147,48,M,164.0,54.5,16.8,94,158,35.9,11.0,36,197,Good
7148,24,M,182.0,88.2,18.1,70,130,44.9,28.5,51,245,Average
7149,38,M,171.3,65.1,15.8,62,114,35.2,21.0,43,202,Good
7150,63,M,162.4,62.4,25.7,68,152,18.0,1.6,14,135,Weak
7151,56,F,153.5,46.3,20.0,63,123,24.1,17.1,28,145,Good
7152,58,M,170.7,70.0,22.5,77,118,40.6,12.5,30,179,Good
7153,41,M,184.3,78.7,15.3,89,152,50.8,22.8,60,244,Strong
7154,52,F,156.2,64.5,32.6,90,139,30.6,22.8,25,143,Good
7155,22,M,174.8,74.0,20.4,73,122,37.4,17.4,56,252,Good
7156,22,M,182.5,82.0,16.1,76,123,51.5,16.0,50,237,Average
7157,34,M,175.7,80.0,23.9,74,123,46.5,19.5,48,221,Strong
7158,29,M,174.6,71.4,14.6,92,155,46.5,19.0,51,233,Strong
7159,27,M,176.6,75.8,10.7,77,127,49.7,21.3,58,244,Strong
7160,31,F,163.6,61.8,36.0,95,131,27.4,19.3,15,162,Weak
7161,40,M,181.0,73.8,13.2,67,119,53.8,20.0,60,230,Good
7162,28,M,177.7,84.9,13.7,80,139,52.3,17.7,40,237,Average
7163,29,F,157.6,48.8,32.1,81,122,23.0,20.7,38,160,Strong
7164,22,M,177.4,84.5,9.2,58,116,43.9,14.3,53,255,Good
7165,21,F,162.2,55.3,24.9,84,131,28.5,24.2,46,207,Strong
7166,51,F,156.8,64.5,37.1,95,138,25.4,16.6,32,145,Good
7167,25,M,187.1,86.5,8.9,82,137,53.9,17.0,67,247,Strong
7168,34,M,176.4,89.8,16.8,93,133,54.7,23.5,60,232,Good
7169,63,F,158.3,54.76,28.9,80,120,27.6,19.4,23,142,Good
7170,43,M,166.3,73.0,29.2,82,126,37.9,4.2,44,219,Weak
7171,25,F,163.1,53.2,27.8,75,125,29.8,20.0,26,156,Average
7172,41,F,152.8,48.62,23.2,68,111,27.3,20.0,37,173,Strong
7173,28,M,165.3,69.5,21.9,75,125,49.2,11.1,50,218,Good
7174,23,F,159.2,47.7,26.0,91,131,23.0,28.0,44,185,Average
7175,28,M,171.4,72.2,14.2,83,138,53.0,15.0,62,260,Strong
7176,31,M,173.5,88.2,22.9,74,120,48.8,22.0,48,210,Average
7177,55,M,178.0,65.9,15.6,71,125,40.3,13.0,30,186,Good
7178,41,M,177.9,85.9,13.6,66,144,46.4,17.5,58,231,Average
7179,57,M,163.2,61.2,26.4,92,143,35.7,9.5,31,173,Average
7180,52,F,165.0,51.6,27.8,75,131,24.8,11.5,9,90,Weak
7181,22,F,156.9,49.2,21.1,78,106,24.5,29.5,40,165,Strong
7182,44,F,158.5,66.9,31.3,84,125,34.8,24.6,36,200,Strong
7183,55,M,175.9,74.2,15.9,96,145,48.1,18.0,45,213,Good
7184,57,F,161.3,57.4,28.2,79,114,22.3,27.0,36,160,Strong
7185,26,M,179.9,76.4,14.3,78,154,56.4,20.2,50,235,Good
7186,56,M,167.0,65.9,24.8,94,156,38.8,20.5,37,175,Strong
7187,46,M,167.2,68.8,24.5,77,119,46.7,11.0,43,213,Good
7188,28,F,167.5,58.7,21.9,68,134,30.4,17.6,38,195,Good
7189,22,M,165.1,60.1,12.2,64,115,28.6,16.1,58,243,Strong
7190,41,M,170.1,60.6,14.4,96,142,38.6,13.7,43,222,Good
7191,33,M,163.5,54.8,18.5,77,122,42.9,18.3,39,209,Average
7192,32,M,191.7,90.2,11.0,73,137,58.8,15.4,52,251,Strong
7193,59,M,168.1,66.3,15.6,97,151,40.0,12.0,44,216,Good
7194,27,M,168.0,70.8,12.5,70,120,59.4,17.8,70,269,Strong
7195,22,M,184.6,90.6,23.3,64,125,47.7,22.3,58,217,Good
7196,27,M,186.7,75.8,16.2,69,125,40.1,8.9,48,223,Average
7197,22,F,160.3,49.5,27.2,92,132,19.9,27.4,38,144,Good
7198,28,F,162.2,55.3,30.2,88,135,26.5,24.4,38,160,Good
7199,31,M,174.1,76.9,20.2,73,122,44.4,12.3,59,212,Good
7200,28,M,168.7,86.2,35.7,81,134,38.6,1.5,44,196,Weak
7201,26,M,177.3,78.4,17.0,77,146,52.3,22.4,57,243,Strong
7202,41,M,179.0,85.5,24.3,89,136,50.3,6.5,39,255,Average
7203,22,M,170.0,66.0,17.9,92,125,40.6,19.2,61,204,Average
7204,23,M,175.1,72.7,15.8,77,143,37.5,-6.44,48,212,Weak
7205,34,M,174.3,57.8,18.5,85,130,30.4,5.0,23,162,Weak
7206,60,M,174.0,73.3,22.9,93,158,43.4,19.6,32,211,Strong
7207,22,M,157.8,62.2,20.0,77,124,39.4,18.1,49,195,Good
7208,40,M,185.6,79.4,15.6,73,116,50.5,17.7,44,229,Strong
7209,29,M,181.1,84.44,21.0,96,156,53.8,23.3,58,240,Good
7210,21,F,158.9,65.2,39.4,81,122,28.2,20.1,33,184,Weak
7211,60,M,165.0,55.7,20.8,86,140,37.2,12.1,32,180,Strong
7212,24,M,176.0,78.4,21.3,98,143,47.4,22.5,49,211,Average
7213,54,M,161.6,59.3,17.6,69,125,32.5,16.5,44,184,Good
7214,60,M,162.1,66.3,24.2,72,125,33.7,15.9,38,158,Good
7215,51,M,168.9,70.4,26.3,81,136,38.0,13.1,29,176,Average
7216,29,M,170.5,66.8,19.0,75,124,49.8,8.9,39,230,Average
7217,21,M,171.2,71.8,25.8,76,116,36.5,8.0,37,175,Weak
7218,61,M,169.7,65.1,21.3,94,157,36.5,15.6,40,221,Good
7219,58,F,163.5,62.0,34.7,73,159,20.7,20.9,50,119,Average
7220,49,M,173.2,76.1,28.4,97,153,39.1,-14.0,2,149,Weak
7221,37,M,181.0,84.7,16.6,98,152,53.9,20.5,53,247,Good
7222,50,F,168.2,56.5,31.6,71,123,17.4,7.9,16,140,Weak
7223,28,M,169.7,78.0,32.7,78,137,32.1,13.1,40,169,Weak
7224,42,M,173.1,68.6,18.6,85,128,40.3,6.8,32,205,Average
7225,24,M,176.3,78.04,20.9,86,143,49.2,12.2,52,236,Average
7226,60,M,171.3,65.0,12.6,91,154,38.6,12.5,47,200,Strong
7227,32,M,174.2,77.9,20.3,93,159,44.4,13.4,41,223,Average
7228,24,M,178.5,84.4,23.1,67,128,47.5,17.0,47,250,Weak
7229,21,F,158.2,58.6,30.7,59,108,13.6,17.7,17,155,Weak
7230,31,M,174.3,72.7,11.4,69,122,60.9,16.8,60,256,Strong
7231,27,F,166.4,53.6,23.5,60,108,23.3,20.2,44,154,Good
7232,25,F,160.0,48.9,22.1,76,125,26.9,23.6,44,200,Strong
7233,55,M,163.7,66.9,21.7,77,137,30.1,10.5,20,177,Weak
7234,43,M,167.1,61.3,18.4,69,148,41.8,16.9,52,223,Strong
7235,27,M,174.6,66.3,13.3,93,147,58.6,17.0,53,244,Strong
7236,26,M,168.1,68.2,13.8,49,96,48.4,17.5,62,227,Strong
7237,29,M,162.2,73.2,20.0,94,154,50.8,14.5,36,210,Weak
7238,26,F,168.9,59.9,30.1,79,127,24.8,13.8,38,171,Good
7239,29,M,181.6,74.94,17.7,80,137,48.2,16.1,49,231,Good
7240,24,M,168.4,64.74,14.8,73,149,47.4,10.0,44,225,Average
7241,42,M,176.8,76.7,26.1,79,121,47.7,-3.4,26,174,Weak
7242,21,M,178.0,71.7,20.4,78,117,39.9,5.3,54,179,Weak
7243,22,F,163.0,51.5,23.7,82,139,28.0,28.0,34,164,Good
7244,57,F,152.4,55.2,31.0,74,102,25.8,18.7,25,100,Good
7245,21,M,174.2,74.1,19.7,81,110,40.3,17.5,58,234,Strong
7246,22,M,167.7,71.4,19.9,66,122,48.9,24.6,55,250,Strong
7247,37,M,178.5,75.0,15.4,66,124,60.0,18.2,51,240,Average
7248,23,M,169.5,77.1,24.7,73,125,47.1,16.2,43,193,Average
7249,60,F,156.5,55.1,35.6,67,108,23.8,27.3,20,124,Strong
7250,32,M,173.2,71.0,14.7,71,103,54.2,18.4,55,244,Strong
7251,28,M,175.9,80.8,25.0,81,120,46.7,16.3,44,239,Weak
7252,52,F,151.4,59.6,39.6,82,140,19.0,7.9,6,118,Weak
7253,60,F,152.9,51.3,28.8,85,140,16.9,25.8,44,156,Good
7254,46,M,176.7,68.6,19.8,86,150,43.2,-0.6,26,225,Weak
7255,62,M,168.1,73.9,17.5,97,151,46.9,22.0,43,194,Strong
7256,29,M,174.6,69.4,21.9,83,141,36.0,15.1,44,220,Average
7257,30,M,185.4,88.6,17.6,97,149,51.3,1.9,61,227,Weak
7258,27,M,177.5,77.6,23.1,81,120,44.7,21.0,46,258,Average
7259,21,F,160.2,56.86,16.4,80,120,30.5,29.1,44,189,Strong
7260,25,F,166.2,60.9,26.5,98,150,32.6,29.2,55,205,Strong
7261,34,M,170.7,53.7,11.6,89,139,36.9,18.1,48,199,Good
7262,59,F,152.5,52.3,31.8,59,109,20.9,20.9,13,128,Average
7263,43,M,163.8,72.5,22.7,63,110,39.3,15.3,44,206,Average
7264,24,M,178.3,67.1,9.7,63,117,44.4,17.4,57,239,Strong
7265,45,F,159.2,51.2,15.3,94,129,27.3,28.9,56,198,Strong
7266,43,F,158.3,54.0,19.1,69,107,26.6,23.1,42,154,Strong
7267,28,M,182.6,71.7,10.2,72,133,43.3,18.1,62,269,Strong
7268,53,F,158.8,62.9,30.1,99,136,28.3,26.2,34,162,Strong
7269,41,M,169.3,54.4,24.9,96,148,31.8,-2.6,25,159,Weak
7270,22,M,172.1,63.8,11.2,62,107,38.3,16.7,60,225,Good
7271,24,M,179.6,65.6,13.9,67,105,41.0,10.5,45,215,Average
7272,50,M,173.2,84.1,32.0,75,118,38.6,12.0,22,197,Weak
7273,21,M,168.8,58.9,16.6,70,104,40.7,10.4,44,235,Average
7274,56,F,169.0,62.9,29.5,68,114,24.4,14.1,17,138,Average
7275,25,M,168.3,72.4,16.9,98,151,45.7,23.5,56,215,Strong
7276,42,M,171.7,70.5,21.1,86,144,47.7,16.5,47,216,Strong
7277,61,F,155.5,53.8,30.4,77,155,21.5,23.4,28,136,Strong
7278,46,M,165.8,65.0,14.7,95,148,33.7,11.1,45,185,Good
7279,30,M,168.4,56.5,15.2,68,119,34.6,8.3,57,232,Average
7280,25,F,158.9,51.8,28.3,76,120,22.5,23.1,31,158,Good
7281,49,F,158.3,55.3,20.5,76,129,30.1,20.0,36,154,Strong
7282,21,F,163.5,47.5,19.0,74,110,24.5,15.3,27,153,Average
7283,56,M,167.0,72.2,24.8,88,150,40.2,19.0,48,202,Good
7284,32,M,181.2,87.0,24.0,95,154,48.9,20.2,68,239,Average
7285,29,F,157.2,47.9,22.7,66,113,28.6,19.5,40,157,Strong
7286,22,F,159.3,52.6,26.9,83,140,20.5,22.4,31,168,Good
7287,62,M,162.0,73.1,34.7,93,158,28.5,6.1,15,113,Weak
7288,21,M,181.9,76.6,24.4,77,146,49.2,21.6,47,226,Weak
7289,33,F,163.5,50.1,20.9,64,112,30.3,23.5,33,154,Strong
7290,55,M,171.3,82.34,26.3,85,151,45.1,11.0,30,189,Good
7291,44,F,165.7,57.1,21.3,91,119,21.7,30.3,50,187,Strong
7292,23,M,177.1,66.7,13.0,77,127,39.7,15.5,57,205,Average
7293,49,M,168.1,64.1,18.9,90,157,40.3,16.9,41,198,Good
7294,22,M,172.8,73.8,20.5,65,124,39.6,15.2,51,211,Good
7295,41,F,164.1,67.0,36.5,83,119,20.6,5.6,2,87,Weak
7296,51,F,155.7,50.4,24.5,74,107,18.8,19.2,34,135,Weak
7297,26,M,175.3,70.0,19.3,98,148,40.3,16.3,49,246,Good
7298,43,F,157.0,54.0,23.2,70,114,21.6,14.5,39,140,Average
7299,27,M,176.9,98.8,27.3,99,140,45.3,16.9,40,202,Weak
7300,26,F,168.7,59.1,24.3,72,113,26.4,29.8,39,191,Strong
7301,63,F,151.0,55.0,32.7,70,113,24.1,25.5,28,135,Strong
7302,24,M,181.6,75.82,3.5,65,126,45.1,8.3,38,254,Weak
7303,22,M,172.8,64.7,18.9,75,137,36.4,14.2,47,243,Weak
7304,37,F,159.4,53.8,19.9,65,110,26.7,21.1,22,142,Average
7305,31,M,178.8,97.0,27.4,84,139,44.0,4.9,51,222,Weak
7306,29,F,160.7,48.4,22.8,62,120,25.4,0.4,29,149,Weak
7307,30,M,169.4,73.9,20.3,66,119,38.1,10.6,46,200,Good
7308,52,F,154.5,54.4,37.0,70,112,21.7,20.8,21,134,Good
7309,53,M,172.2,59.5,22.2,88,135,37.7,18.4,39,196,Strong
7310,21,F,172.4,67.7,22.5,78,120,33.4,23.7,66,234,Strong
7311,29,F,156.7,52.2,26.2,65,103,22.3,19.0,31,172,Good
7312,41,F,159.6,53.5,30.6,74,119,26.0,14.5,45,151,Average
7313,23,M,174.2,67.0,16.2,76,124,35.5,-9.3,35,190,Weak
7314,60,M,165.9,76.8,24.6,84,146,40.7,7.1,29,192,Good
7315,32,M,182.4,91.7,23.7,84,154,65.8,21.3,47,231,Good
7316,55,M,171.1,76.4,24.2,78,135,41.2,-0.2,35,183,Weak
7317,34,M,166.4,63.2,22.3,97,153,37.0,21.0,35,230,Average
7318,51,F,157.2,46.3,17.1,92,137,24.1,19.5,33,162,Strong
7319,26,M,169.4,69.7,23.7,72,122,41.0,11.3,29,222,Weak
7320,35,M,178.7,82.5,22.2,75,121,50.9,16.9,53,233,Good
7321,28,M,169.6,69.6,28.75584,95,144,40.6,13.0,43,202,Weak
7322,23,M,177.4,73.62,12.2,76,154,43.5,22.0,64,271,Strong
7323,23,F,161.3,66.4,35.9,78,134,26.8,21.2,52,166,Strong
7324,39,M,181.5,70.1,13.2,78,120,39.4,21.5,46,226,Good
7325,21,F,173.7,62.5,22.7,70,113,24.3,27.4,52,190,Average
7326,22,F,153.2,58.6,22.7,66,103,24.2,27.9,39,161,Good
7327,49,M,170.3,89.1,26.1,83,121,57.7,14.6,47,211,Good
7328,25,M,171.7,73.8,17.9,87,159,36.8,19.4,44,228,Average
7329,21,M,170.0,61.7,18.1,68,125,37.5,13.6,48,226,Good
7330,28,F,160.7,63.0,33.1,84,124,28.9,11.4,32,177,Average
7331,60,M,170.0,76.0,23.9,83,125,44.5,18.3,27,197,Good
7332,24,F,162.3,59.3,29.7,66,109,22.7,20.6,32,138,Weak
7333,33,M,184.9,104.3,27.5,94,127,53.9,6.5,46,220,Weak
7334,62,M,164.2,68.96,21.3,85,157,37.3,14.2,20,163,Average
7335,60,M,169.4,68.0,15.9,81,137,43.3,14.1,40,207,Strong
7336,27,F,165.5,67.6,22.0,72,115,38.0,26.0,47,162,Good
7337,37,M,177.0,74.0,18.5,84,132,48.6,22.1,53,220,Strong
7338,29,F,168.8,63.82,18.8,71,129,29.4,20.0,45,203,Good
7339,32,M,170.4,77.5,19.1,79,126,50.7,13.3,50,209,Good
7340,21,F,170.3,63.2,21.5,71,111,38.1,31.8,43,230,Strong
7341,50,F,161.5,52.0,17.9,42,82,24.5,30.2,25,163,Strong
7342,25,F,164.5,68.5,38.7,76,123,33.0,21.3,51,167,Strong
7343,50,F,163.7,58.2,25.6,65,119,26.8,28.1,42,158,Strong
7344,26,F,161.6,53.3,19.02328,76,121,29.2,20.4,30,189,Good
7345,33,M,175.6,72.9,16.9,93,140,58.1,24.5,53,240,Strong
7346,26,M,167.0,60.0,12.6,72,148,33.7,14.9,50,214,Average
7347,59,F,162.6,52.98,24.5,78,152,24.6,13.7,15,152,Average
7348,30,M,173.0,86.5,23.5,89,144,59.6,20.7,69,257,Strong
7349,30,F,161.9,46.8,19.4,66,112,25.3,20.0,41,188,Strong
7350,58,F,168.6,92.9,45.0,91,134,27.2,-16.0,0,73,Weak
7351,29,F,163.8,46.7,21.8,74,122,22.4,16.0,42,170,Good
7352,25,M,170.8,83.9,25.3,89,149,48.8,17.6,46,217,Good
7353,26,M,181.8,82.56,23.9,95,158,47.7,13.9,49,200,Good
7354,28,M,176.7,85.8,25.7,80,138,41.8,9.2,40,240,Weak
7355,45,F,165.5,54.1,21.5,79,128,23.1,21.8,34,158,Strong
7356,37,M,180.2,77.2,24.4,81,155,37.8,0.5,32,203,Weak
7357,60,M,172.4,66.5,26.5,78,118,38.4,10.9,21,161,Average
7358,46,M,172.3,56.3,32.0,98,148,32.0,16.0,29,198,Weak
7359,52,F,160.0,60.5,33.5,98,153,22.4,19.5,22,177,Average
7360,29,F,157.3,45.3,23.6,68,109,23.9,25.2,37,196,Average
7361,24,M,187.6,69.5,7.5,80,146,48.3,5.0,57,240,Weak
7362,28,M,175.2,67.2,14.5,83,137,51.1,12.8,50,235,Good
7363,35,M,168.1,85.6,28.0,88,144,54.0,11.7,52,202,Good
7364,63,M,173.0,78.0,23.7,70,133,42.8,13.2,25,190,Average
7365,60,M,171.6,73.5,20.7,88,153,46.7,17.4,40,211,Strong
7366,50,M,178.2,88.4,23.4,85,146,54.9,19.3,51,0,Average
7367,52,M,157.8,62.9,22.0,76,119,36.0,18.4,43,216,Good
7368,57,F,156.8,60.9,36.2,82,133,19.7,16.3,9,113,Average
7369,23,M,170.1,62.2,9.8,97,141,39.6,18.5,55,214,Good
7370,62,M,163.3,59.84,17.9,67,113,31.1,23.2,36,201,Good
7371,31,M,170.6,68.3,25.8,98,157,38.2,13.0,14,202,Weak
7372,53,M,167.7,100.1,39.9,92,136,35.1,-4.4,21,162,Weak
7373,45,F,156.6,60.6,29.7,75,139,23.3,-4.5,20,128,Weak
7374,33,F,167.4,69.9,36.4,71,132,28.5,20.6,34,166,Good
7375,44,M,172.6,75.9,20.6,81,123,51.8,6.1,39,220,Average
7376,28,M,178.7,81.9,26.9,65,124,47.0,0.1,26,216,Weak
7377,25,M,171.6,67.1,12.5,70,127,43.7,16.4,69,222,Good
7378,33,F,163.5,58.1,22.6,83,120,31.4,24.8,35,146,Strong
7379,50,F,155.7,87.3,46.0,89,128,23.5,15.7,0,123,Weak
7380,36,F,164.8,58.8,25.8,63,114,27.2,19.3,30,162,Good
7381,22,M,179.1,74.7,13.2,71,121,40.9,21.2,62,259,Good
7382,29,F,163.5,52.2,22.8,61,109,26.4,25.7,44,174,Strong
7383,43,M,175.4,81.8,24.0,80,119,42.7,8.3,38,209,Average
7384,22,M,173.5,71.18,18.4,64,115,39.1,14.1,50,214,Good
7385,27,M,181.1,60.9,10.8,72,128,38.5,7.3,38,228,Average
7386,22,M,175.9,90.7,21.4,74,120,45.4,13.0,55,248,Good
7387,23,M,181.0,69.4,10.0,79,144,45.7,3.8,52,252,Weak
7388,23,M,173.6,85.7,23.7,91,146,51.3,9.1,41,249,Weak
7389,64,M,174.6,65.3,17.2,77,128,38.3,11.8,27,158,Average
7390,60,M,179.9,81.3,24.6,76,135,45.6,9.8,35,196,Good
7391,40,F,154.9,48.8,24.9,68,103,21.4,15.3,31,158,Good
7392,36,M,179.2,79.5,16.7,76,137,40.6,20.8,58,245,Average
7393,64,M,170.7,62.2,20.3,78,117,38.8,16.4,19,200,Average
7394,25,M,177.5,69.7,12.5,81,135,51.7,14.9,47,216,Good
7395,64,M,172.1,72.88,21.8,86,155,34.1,15.2,39,153,Average
7396,60,F,152.3,52.5,26.5,67,156,28.3,24.9,28,159,Strong
7397,60,F,155.8,69.0,38.8,113,178,30.0,17.3,24,123,Weak
7398,23,F,159.8,52.7,17.0,72,117,26.9,25.4,61,195,Strong
7399,30,M,170.6,70.7,21.4,93,144,38.0,8.7,42,217,Average
7400,24,M,179.6,80.9,28.6,82,129,41.3,-8.3,40,187,Weak
7401,31,M,173.7,78.4,25.4,98,140,52.3,14.8,56,218,Strong
7402,56,F,158.7,63.7,35.5,92,154,24.8,2.0,10,130,Weak
7403,60,M,168.6,81.7,22.6,83,134,47.9,12.9,32,200,Good
7404,26,M,179.4,73.8,16.7,72,133,38.8,9.0,50,197,Weak
7405,56,F,162.1,55.1,28.3,72,125,26.0,22.6,23,130,Strong
7406,55,F,154.7,50.6,19.9,70,123,19.5,18.8,20,142,Average
7407,41,M,176.9,71.1,26.9,79,134,42.6,-7.0,32,173,Weak
7408,48,M,159.7,59.4,18.9,76,122,42.1,14.5,50,228,Strong
7409,33,F,166.0,58.1,25.2,89,130,34.6,14.2,31,175,Good
7410,47,M,172.8,81.7,24.8,77,122,43.6,7.5,41,189,Average
7411,21,F,160.3,61.0,36.0,69,116,12.4,-1.7,32,101,Weak
7412,57,F,154.0,59.6,40.8,76,132,22.4,7.4,0,116,Weak
7413,28,M,170.6,74.9,21.8,71,140,37.5,16.3,59,237,Strong
7414,30,F,164.1,50.9,18.2,68,122,22.3,16.3,28,102,Good
7415,50,M,166.7,68.8,22.9,83,116,44.9,6.7,30,166,Average
7416,58,M,174.0,69.6,19.3,75,133,35.6,10.1,40,191,Average
7417,30,F,164.2,58.9,35.8,82,120,22.5,2.9,0,120,Weak
7418,25,F,163.1,53.4,25.4,66,111,24.8,19.3,44,185,Strong
7419,37,F,168.2,54.1,28.4,82,125,22.6,17.7,18,158,Weak
7420,29,F,166.3,53.6,27.2,96,131,30.2,18.5,49,198,Good
7421,27,M,165.3,63.1,14.1,81,130,47.8,6.0,62,186,Average
7422,35,F,166.6,64.4,29.1,71,113,24.9,18.8,19,112,Average
7423,30,M,179.8,80.6,22.5,83,133,40.0,16.1,54,220,Average
7424,28,M,179.7,69.9,14.1,86,152,53.4,27.2,59,225,Strong
7425,38,F,171.4,56.3,29.6,57,96,23.4,-11.1,20,140,Weak
7426,39,F,162.2,54.4,19.1,77,136,29.4,26.7,43,179,Strong
7427,53,M,173.7,64.7,12.8,80,127,40.5,19.4,43,215,Strong
7428,28,M,178.4,71.0,14.6,99,151,44.1,4.2,60,208,Weak
7429,59,M,165.4,70.2,25.6,95,150,41.8,8.5,35,192,Weak
7430,60,F,155.6,55.4,33.5,87,153,17.4,14.5,0,116,Weak
7431,24,F,159.9,52.7,21.4,80,120,24.4,23.8,48,200,Strong
7432,26,M,169.7,58.5,13.0,61,108,47.3,16.0,52,203,Average
7433,60,M,174.6,70.4,23.7,98,136,40.1,11.8,54,192,Strong
7434,58,F,157.9,67.9,41.8,95,159,23.9,18.8,13,99,Weak
7435,28,M,176.7,93.8,38.9,87,138,43.6,3.0,35,178,Weak
7436,32,M,176.9,78.3,12.9,67,112,55.5,16.3,54,248,Strong
7437,22,F,169.1,62.6,24.3,82,136,33.2,17.0,17,175,Weak
7438,39,F,152.3,57.6,34.6,82,126,25.4,6.3,12,150,Weak
7439,48,M,168.0,76.3,23.8,87,146,45.2,9.3,33,182,Average
7440,29,F,161.3,52.0,19.3,71,128,30.9,30.3,38,164,Good
7441,32,F,158.8,55.9,28.8,68,119,28.5,21.0,49,169,Strong
7442,39,F,150.2,60.9,37.0,65,111,19.2,14.0,31,149,Weak
7443,26,M,177.0,69.5,11.2,71,128,51.4,20.0,65,279,Strong
7444,63,M,168.2,67.8,23.0,84,158,41.8,5.2,30,193,Average
7445,49,M,172.1,80.6,17.2,89,129,49.7,15.7,51,233,Average
7446,22,M,170.8,86.9,29.4,89,155,41.2,9.4,48,199,Weak
7447,21,M,169.0,70.56,19.5,67,130,43.8,15.8,53,184,Good
7448,38,F,156.2,46.4,28.7,65,101,24.5,15.4,6,139,Weak
7449,56,F,155.9,50.7,29.9,87,151,24.5,15.1,23,123,Average
7450,60,M,169.8,77.5,29.3,90,146,39.9,11.9,40,168,Good
7451,58,F,165.4,65.6,35.4,92,147,30.6,20.1,22,120,Good
7452,62,F,161.2,58.1,32.1,75,154,27.6,12.0,7,108,Average
7453,21,F,158.4,51.7,28.4,76,115,25.1,20.1,52,168,Average
7454,57,M,168.1,68.2,23.3,88,142,33.9,1.4,36,181,Weak
7455,62,F,154.5,47.0,27.2,74,144,24.7,16.5,18,123,Good
7456,22,M,171.9,54.8,17.7,72,115,35.0,2.3,24,183,Weak
7457,22,M,184.0,83.2,17.1,80,121,41.5,7.5,53,245,Weak
7458,35,M,177.8,75.7,16.2,81,128,48.1,19.1,47,244,Strong
7459,43,F,158.6,53.4,22.5,82,145,23.0,20.3,50,174,Good
7460,22,F,156.0,53.0,30.1,69,112,25.8,17.4,50,183,Good
7461,32,M,171.5,71.9,15.5,60,120,47.5,15.7,47,238,Strong
7462,40,M,164.2,77.0,28.1,79,128,40.9,1.3,20,165,Weak
7463,38,M,174.3,74.3,14.0,86,146,63.9,19.0,57,260,Strong
7464,24,F,166.8,65.8,28.8,94,143,33.9,22.6,52,162,Strong
7465,22,F,158.7,56.7,30.1,71,118,27.6,15.9,47,163,Good
7466,52,M,166.0,73.3,20.6,84,131,41.6,20.2,39,158,Good
7467,31,M,176.0,82.5,25.3,82,135,49.6,21.5,48,227,Good
